ID,Country,Year,State/Region,City,Type of E-Waste,Brand Name,Model Name,Device Age (Years),Condition,Material Type,Weight (kg),Hazardous Components,Collection Method,Recycling Facility,Recycling Status,Recycling Method,Reused or Refurbished?,Environmental Impact Score,CO2 Emission (kg)
EW_00129,Australia,2020,South Australia,Perth,Mobile Phone,Amazon,Amazon 9681,6,Damaged,Plastic,0.25,Lead,Municipal collection,Green Earth Recycling,Pending,Hydrometallurgical,No,Medium,1.12
EW_00130,China,2022,Shanghai,Guangzhou,Game Console,Dell,Dell 7403,4,Damaged,Plastic,1.52,None,Municipal collection,Global Recycling Solutions,In Progress,Pyrometallurgical,Yes,Medium,4.56
EW_00131,France,2023,Occitanie,Bordeaux,Smart Light Bulb,Motorola,Motorola 9112,6,Obsolete,Plastic,0.18,Cadmium,Drop-off center,Global Recycling Solutions,Disposed,Thermal,No,Low,0.4
EW_00132,Japan,2020,Osaka,Osaka,Drone,Apple,Apple 1203,8,Repairable,Rubber,1.9,Mercury,Municipal collection,Global Recycling Solutions,Recycled,Hydrometallurgical,No,Low,3.8
EW_00133,China,2021,Shanghai,Guangzhou,Smart Water Leak Detector,Xiaomi,Xiaomi 2457,2,Damaged,Ceramic,0.23,Brominated Flame Retardants,Pick-up service,Sustainable Waste Management,Disposed,Hydrometallurgical,Yes,Medium,0.69
EW_00134,Canada,2020,Quebec,Vancouver,Smart Refrigerator,Amazon,Amazon 8413,9,Damaged,Plastic,53.08,Brominated Flame Retardants,Municipal collection,Global Recycling Solutions,Pending,Hydrometallurgical,Yes,High,318.48
EW_00135,Canada,2022,Ontario,Vancouver,External Hard Drive,LG,LG 1932,4,Repairable,Rubber,0.5,None,Municipal collection,EcoTech Recycling,Disposed,Chemical,Yes,Low,1
EW_00136,Canada,2024,Manitoba,Calgary,Smart Thermostat,OnePlus,OnePlus 4867,6,Obsolete,Glass,0.42,Cadmium,Pick-up service,Global Recycling Solutions,Recycled,Pyrometallurgical,No,Low,0.92
EW_00137,Japan,2021,Fukuoka,Tokyo,Monitor,HTC,HTC 9057,6,Obsolete,Mixed,2.59,Cadmium,Pick-up service,Green Earth Recycling,Disposed,Mechanical,No,Low,5.7
EW_00138,Australia,2024,Queensland,Melbourne,Tablet,Fujitsu,Fujitsu 4999,9,Working,Mixed,0.41,None,Municipal collection,Green Earth Recycling,In Progress,Mechanical,No,Low,1.23
EW_00139,Japan,2024,Fukuoka,Osaka,Fax Machine,Razer,Razer 5784,1,Obsolete,Mixed,5.89,None,Municipal collection,Eco-Friendly Disposal,In Progress,Mechanical,No,Medium,12.96
EW_00140,France,2023,Nouvelle-Aquitaine,Lyon,VR Headset,Samsung,Samsung 1232,2,Repairable,Metal,0.84,Brominated Flame Retardants,Drop-off center,EcoRecyclers Inc.,Disposed,Pyrometallurgical,Yes,Low,1.68
EW_00141,Canada,2021,Alberta,Edmonton,Speakers,Toshiba,Toshiba 7829,1,Non-working,Rubber,1.28,Mercury,Drop-off center,Sustainable Waste Management,Disposed,Hydrometallurgical,No,Low,3.07
EW_00142,India,2020,Tamil Nadu,Mumbai,Smart Plug,Huawei,Huawei 6666,8,Obsolete,Ceramic,0.11,Lead,Retail take-back,EcoTech Recycling,Disposed,Chemical,Yes,Low,0.24
EW_00143,Germany,2021,Bavaria,Hamburg,Radio,HTC,HTC 2582,9,Working,Ceramic,0.87,Brominated Flame Retardants,Pick-up service,Global Recycling Solutions,Disposed,Mechanical,Yes,Low,1.74
EW_00144,Germany,2024,North Rhine-Westphalia,Berlin,Smart Dishwasher,Apple,Apple 1904,10,Damaged,Glass,49.45,Mercury,Pick-up service,Eco-Friendly Disposal,Disposed,Hydrometallurgical,Yes,High,148.35
EW_00145,China,2023,Guangdong,Beijing,Printer,Acer,Acer 5345,4,Repairable,Mixed,4.83,Mercury,Retail take-back,EcoTech Recycling,Disposed,Pyrometallurgical,Yes,Low,9.66
EW_00146,Canada,2022,Ontario,Vancouver,Charger,Samsung,Samsung 9003,1,Repairable,Metal,0.23,Brominated Flame Retardants,Drop-off center,Green Earth Recycling,Disposed,Chemical,No,Low,0.46
EW_00147,India,2024,Delhi,Mumbai,Smart Thermostat,BlackBerry,BlackBerry 4453,9,Non-working,Metal,0.39,Lead,Municipal collection,GreenTech Recycle,In Progress,Mechanical,Yes,Low,0.94
EW_00148,USA,2022,Illinois,Phoenix,Smart Oven,Nokia,Nokia 5925,2,Working,Glass,30.8,Cadmium,Pick-up service,Global Recycling Solutions,In Progress,Hydrometallurgical,Yes,Low,61.6
EW_00149,China,2021,Beijing,Guangzhou,Power Bank,Lenovo,Lenovo 8467,6,Working,Rubber,0.48,Lead,Municipal collection,Sustainable Electronics,Disposed,Chemical,Yes,Low,0.96
EW_00150,USA,2021,New York,Chicago,External Hard Drive,Oppo,Oppo 9129,9,Obsolete,Ceramic,0.49,Brominated Flame Retardants,Drop-off center,EcoTech Recycling,Disposed,Chemical,Yes,Low,1.08
EW_00151,India,2020,Gujarat,Kolkata,Smart Mirror,HTC,HTC 2788,3,Non-working,Ceramic,2.86,Brominated Flame Retardants,Retail take-back,Sustainable Electronics,Pending,Mechanical,Yes,Medium,6.86
EW_00152,China,2023,Sichuan,Guangzhou,Smart Coffee Maker,Panasonic,Panasonic 4087,2,Obsolete,Glass,1.99,Brominated Flame Retardants,Pick-up service,Eco-Friendly Disposal,Recycled,Thermal,Yes,Low,4.38
EW_00153,France,2021,ÃŽle-de-France,Toulouse,Smart Scale,HTC,HTC 6572,2,Working,Plastic,0.22,Cadmium,Drop-off center,Global Recycling Solutions,In Progress,Mechanical,No,Low,0.44
EW_00154,Japan,2020,Aichi,Sapporo,Smart Sprinkler Controller,Lenovo,Lenovo 5272,3,Damaged,Mixed,0.51,Cadmium,Retail take-back,Eco-Friendly Disposal,Disposed,Mechanical,No,Medium,1.53
EW_00155,Brazil,2022,Bahia,Curitiba,Laptop,Google,Google 3063,7,Non-working,Mixed,2.61,Brominated Flame Retardants,Retail take-back,Sustainable Electronics,In Progress,Thermal,Yes,Medium,9.4
EW_00156,Brazil,2020,Bahia,SÃ£o Paulo,Smart Scale,Oppo,Oppo 6501,2,Working,Rubber,0.26,Cadmium,Retail take-back,Sustainable Waste Management,In Progress,Mechanical,Yes,Low,0.52
EW_00157,France,2021,Provence-Alpes-CÃ´te d'Azur,Lyon,Mobile Phone,Dell,Dell 9010,9,Damaged,Plastic,0.13,Cadmium,Pick-up service,Sustainable Waste Management,Recycled,Pyrometallurgical,Yes,Medium,0.58
EW_00158,France,2022,Provence-Alpes-CÃ´te d'Azur,Toulouse,Smart Home Device,Sony,Sony 3709,8,Repairable,Rubber,0.15,Lead,Retail take-back,EcoTech Recycling,Recycled,Mechanical,No,Low,0.3
EW_00159,Canada,2020,Quebec,Edmonton,External Hard Drive,Samsung,Samsung 4737,1,Obsolete,Rubber,0.4,Mercury,Drop-off center,Eco-Friendly Disposal,Disposed,Thermal,No,Low,0.88
EW_00160,Japan,2024,Aichi,Nagoya,Mouse,Nokia,Nokia 6352,1,Obsolete,Glass,0.12,Cadmium,Retail take-back,Green Future Recycling,Disposed,Mechanical,No,Low,0.26
EW_00161,China,2022,Shanghai,Shanghai,USB Drive,OnePlus,OnePlus 6205,10,Damaged,Mixed,0.1,Lead,Retail take-back,EcoTech Recycling,In Progress,Mechanical,No,Medium,0.3
EW_00162,UK,2023,Glasgow,Birmingham,USB Drive,HTC,HTC 1164,2,Repairable,Ceramic,0.1,Brominated Flame Retardants,Municipal collection,Green Future Recycling,Recycled,Thermal,Yes,Low,0.2
EW_00163,Australia,2022,New South Wales,Sydney,Drone,Xiaomi,Xiaomi 2791,2,Working,Glass,1.76,Brominated Flame Retardants,Drop-off center,EcoTech Recycling,In Progress,Hydrometallurgical,No,Low,3.52
EW_00164,India,2020,Gujarat,Mumbai,Projector,Razer,Razer 2574,6,Damaged,Rubber,2.14,None,Drop-off center,Sustainable Electronics,Disposed,Pyrometallurgical,Yes,Medium,6.42
EW_00165,China,2021,Guangdong,Guangzhou,Smart Door Sensor,ZTE,ZTE 3324,2,Non-working,Glass,0.29,Cadmium,Drop-off center,GreenTech Recycle,Pending,Mechanical,No,Low,0.7
EW_00166,Japan,2020,Fukuoka,Osaka,Headphones,Razer,Razer 8013,5,Obsolete,Glass,0.44,Cadmium,Municipal collection,Global Recycling Solutions,Recycled,Hydrometallurgical,No,Low,0.97
EW_00167,Australia,2023,South Australia,Brisbane,Smart Garage Door Opener,Acer,Acer 3524,1,Obsolete,Mixed,0.56,Brominated Flame Retardants,Drop-off center,Eco-Friendly Disposal,Pending,Chemical,No,Low,1.23
EW_00168,Japan,2023,Hokkaido,Sapporo,Monitor,MSI,MSI 1638,9,Obsolete,Metal,2.85,Brominated Flame Retardants,Retail take-back,EcoTech Recycling,Disposed,Hydrometallurgical,Yes,Low,6.27
EW_00169,Germany,2023,Hesse,Munich,MP3 Player,ZTE,ZTE 9678,8,Non-working,Plastic,0.16,Mercury,Pick-up service,GreenTech Recycle,Disposed,Mechanical,No,Low,0.38
EW_00170,Japan,2020,Fukuoka,Osaka,Smart Window Blinds,Asus,Asus 5107,5,Working,Ceramic,1.28,Mercury,Drop-off center,Sustainable Waste Management,Pending,Pyrometallurgical,Yes,Low,2.56
EW_00171,Japan,2022,Osaka,Sapporo,Projector,Microsoft,Microsoft 2993,1,Working,Plastic,3.52,Mercury,Pick-up service,Sustainable Materials Recovery,Disposed,Chemical,Yes,Low,7.04
EW_00172,USA,2023,Texas,Chicago,Keyboard,HP,HP 3372,7,Working,Ceramic,0.56,None,Retail take-back,Sustainable Electronics,Pending,Thermal,Yes,Low,1.12
EW_00173,Canada,2024,Quebec,Calgary,Smart Thermostat,Nokia,Nokia 3151,8,Obsolete,Glass,0.47,Lead,Municipal collection,Eco-Friendly Disposal,Recycled,Mechanical,No,Low,1.03
EW_00174,Germany,2022,Hamburg,Berlin,Projector,Dell,Dell 5932,8,Non-working,Metal,2.29,Brominated Flame Retardants,Retail take-back,Eco-Friendly Disposal,Pending,Pyrometallurgical,Yes,Medium,5.5
EW_00175,UK,2021,Birmingham,London,Smart Dishwasher,Vivo,Vivo 2850,10,Repairable,Rubber,32.51,Brominated Flame Retardants,Drop-off center,GreenTech Recycle,In Progress,Pyrometallurgical,Yes,Low,65.02
EW_00176,India,2021,Tamil Nadu,Chennai,Charger,HP,HP 4595,1,Damaged,Rubber,0.16,Brominated Flame Retardants,Municipal collection,EcoTech Recycling,In Progress,Chemical,Yes,Medium,0.48
EW_00177,UK,2021,Liverpool,Liverpool,Camera,Oppo,Oppo 9247,7,Repairable,Ceramic,0.77,Mercury,Retail take-back,Sustainable Electronics,Disposed,Mechanical,No,Low,1.54
EW_00178,Brazil,2022,SÃ£o Paulo,Salvador,Projector,Samsung,Samsung 8440,5,Obsolete,Rubber,3.95,None,Municipal collection,Sustainable Waste Management,Disposed,Thermal,No,Low,8.69
EW_00179,China,2022,Beijing,Chengdu,Desktop Computer,HTC,HTC 9787,3,Obsolete,Metal,9.29,Lead,Pick-up service,Global Recycling Solutions,Disposed,Hydrometallurgical,Yes,High,40.88
EW_00180,Germany,2023,North Rhine-Westphalia,Frankfurt,Game Console,Oppo,Oppo 7864,6,Non-working,Glass,2.52,Cadmium,Pick-up service,GreenTech Recycle,Pending,Thermal,No,Medium,6.05
EW_00181,France,2021,ÃŽle-de-France,Lyon,CD/DVD Player,BlackBerry,BlackBerry 9220,3,Repairable,Rubber,1.43,Cadmium,Drop-off center,Eco-Friendly Disposal,In Progress,Thermal,Yes,Low,2.86
EW_00182,Canada,2023,Ontario,Toronto,Drone,Razer,Razer 1086,10,Non-working,Metal,0.73,None,Pick-up service,Green Earth Recycling,Pending,Mechanical,Yes,Low,1.75
EW_00183,USA,2024,Illinois,Houston,E-reader,OnePlus,OnePlus 8810,9,Repairable,Rubber,0.43,None,Drop-off center,Eco-Friendly Disposal,Recycled,Mechanical,Yes,Low,0.86
EW_00184,France,2020,Nouvelle-Aquitaine,Toulouse,CD/DVD Player,Motorola,Motorola 6286,2,Damaged,Rubber,1.68,Cadmium,Pick-up service,Green Future Recycling,In Progress,Pyrometallurgical,No,Medium,5.04
EW_00185,Canada,2021,Ontario,Toronto,CD/DVD Player,HP,HP 9843,2,Obsolete,Rubber,1.13,None,Drop-off center,Sustainable Electronics,Pending,Mechanical,Yes,Low,2.49
EW_00186,Canada,2021,Ontario,Calgary,Printer,Panasonic,Panasonic 6760,8,Repairable,Rubber,4.35,Cadmium,Pick-up service,Sustainable Electronics,Pending,Chemical,Yes,Low,8.7
EW_00187,Brazil,2021,Minas Gerais,Rio de Janeiro,Smart Coffee Maker,LG,LG 3698,9,Obsolete,Metal,1.49,Lead,Pick-up service,Sustainable Materials Recovery,Disposed,Mechanical,No,Low,3.28
EW_00188,Australia,2022,Victoria,Brisbane,MP3 Player,Huawei,Huawei 5341,10,Obsolete,Glass,0.17,Cadmium,Retail take-back,Green Future Recycling,Pending,Mechanical,Yes,Low,0.37
EW_00189,USA,2022,Florida,Chicago,Mobile Phone,Gateway,Gateway 9265,1,Non-working,Mixed,0.12,None,Pick-up service,EcoTech Recycling,Disposed,Thermal,No,Medium,0.43
EW_00190,France,2023,ÃŽle-de-France,Lyon,Smart Coffee Maker,HTC,HTC 5298,9,Obsolete,Rubber,1.89,Cadmium,Pick-up service,Green Earth Recycling,Disposed,Hydrometallurgical,Yes,Low,4.16
EW_00191,UK,2022,London,London,Fax Machine,Amazon,Amazon 3287,8,Damaged,Mixed,4.03,Cadmium,Retail take-back,Green Future Recycling,Disposed,Pyrometallurgical,Yes,Medium,12.09
EW_00192,UK,2021,Glasgow,Liverpool,Smartwatch,Gateway,Gateway 2030,7,Repairable,Metal,0.08,None,Pick-up service,Sustainable Waste Management,Disposed,Hydrometallurgical,No,Low,0.16
EW_00193,UK,2021,London,London,Radio,Microsoft,Microsoft 2468,2,Repairable,Ceramic,0.71,Cadmium,Retail take-back,GreenTech Recycle,Disposed,Mechanical,No,Low,1.42
EW_00194,India,2024,Maharashtra,Delhi,Game Console,Microsoft,Microsoft 4676,1,Repairable,Plastic,2.05,Cadmium,Retail take-back,Eco-Friendly Disposal,Disposed,Thermal,Yes,Low,4.1
EW_00195,China,2024,Shanghai,Shenzhen,Mouse,Razer,Razer 9021,8,Obsolete,Plastic,0.19,None,Municipal collection,Sustainable Materials Recovery,Disposed,Chemical,Yes,Low,0.42
EW_00196,France,2024,Nouvelle-Aquitaine,Paris,Smart Oven,Xiaomi,Xiaomi 3334,1,Non-working,Glass,30.47,Lead,Municipal collection,Green Future Recycling,Pending,Thermal,No,Medium,73.13
EW_00197,Australia,2020,Victoria,Brisbane,Smart Thermostat,Amazon,Amazon 3767,1,Obsolete,Plastic,0.35,None,Retail take-back,Global Recycling Solutions,Recycled,Chemical,Yes,Low,0.77
EW_00198,France,2022,Auvergne-RhÃ´ne-Alpes,Paris,GPS Device,Vivo,Vivo 7288,3,Obsolete,Mixed,0.24,Brominated Flame Retardants,Retail take-back,GreenTech Recycle,Disposed,Thermal,Yes,Low,0.53
EW_00199,Brazil,2022,SÃ£o Paulo,SÃ£o Paulo,Smart Home Device,Google,Google 4719,8,Obsolete,Mixed,0.27,Mercury,Retail take-back,Sustainable Materials Recovery,In Progress,Thermal,No,Low,0.59
EW_00200,Japan,2022,Fukuoka,Sapporo,Camera,Vivo,Vivo 6661,7,Repairable,Glass,0.65,None,Municipal collection,Eco-Friendly Disposal,In Progress,Hydrometallurgical,Yes,Low,1.3
EW_00201,India,2022,Delhi,Delhi,Smart Smoke Detector,Google,Google 6432,6,Repairable,Ceramic,0.38,Brominated Flame Retardants,Pick-up service,Eco-Friendly Disposal,Recycled,Hydrometallurgical,No,Low,0.76
EW_00202,France,2022,Occitanie,Marseille,Router,OnePlus,OnePlus 7243,3,Working,Metal,0.52,None,Drop-off center,Green Earth Recycling,In Progress,Pyrometallurgical,No,Low,1.04
EW_00203,Australia,2022,South Australia,Sydney,Smart Dishwasher,Oppo,Oppo 6378,1,Obsolete,Metal,30.35,Lead,Retail take-back,Green Future Recycling,Recycled,Mechanical,No,Medium,66.77
EW_00204,China,2023,Beijing,Shanghai,Headphones,Motorola,Motorola 8617,2,Repairable,Plastic,0.31,Mercury,Municipal collection,Sustainable Electronics,Disposed,Chemical,Yes,Low,0.62
EW_00205,France,2024,Provence-Alpes-CÃ´te d'Azur,Marseille,Smart Garage Door Opener,Razer,Razer 7410,1,Damaged,Metal,0.64,Brominated Flame Retardants,Drop-off center,EcoRecyclers Inc.,Disposed,Mechanical,No,Medium,1.92
EW_00206,France,2023,Auvergne-RhÃ´ne-Alpes,Marseille,MP3 Player,Gateway,Gateway 6524,1,Repairable,Plastic,0.26,Brominated Flame Retardants,Municipal collection,EcoTech Recycling,Pending,Chemical,Yes,Low,0.52
EW_00207,Australia,2022,Queensland,Sydney,Smart Scale,Acer,Acer 4455,2,Non-working,Rubber,0.36,None,Pick-up service,Sustainable Waste Management,Recycled,Thermal,Yes,Low,0.86
EW_00208,India,2024,Maharashtra,Chennai,Mobile Phone,Motorola,Motorola 4017,2,Obsolete,Mixed,0.15,Cadmium,Municipal collection,Green Earth Recycling,In Progress,Pyrometallurgical,Yes,Low,0.49
EW_00209,India,2022,Gujarat,Kolkata,Keyboard,Asus,Asus 4787,5,Repairable,Plastic,0.52,Mercury,Municipal collection,Global Recycling Solutions,Disposed,Thermal,No,Low,1.04
EW_00210,Germany,2023,Hamburg,Munich,Speakers,Asus,Asus 1988,5,Repairable,Ceramic,2.55,Cadmium,Retail take-back,EcoTech Recycling,Recycled,Pyrometallurgical,Yes,Low,5.1
EW_00211,Australia,2023,Queensland,Sydney,Smart Garage Door Opener,MSI,MSI 6424,10,Repairable,Glass,0.71,Mercury,Pick-up service,Sustainable Materials Recovery,Disposed,Mechanical,Yes,Low,1.42
EW_00212,Brazil,2023,ParanÃ¡,SÃ£o Paulo,Smart Home Device,Microsoft,Microsoft 2909,3,Repairable,Ceramic,0.17,Cadmium,Municipal collection,Green Earth Recycling,In Progress,Chemical,Yes,Low,0.34
EW_00213,Germany,2023,Hamburg,Hamburg,Keyboard,ZTE,ZTE 6789,7,Working,Glass,0.83,None,Pick-up service,Sustainable Electronics,Pending,Hydrometallurgical,No,Low,1.66
EW_00214,Australia,2021,New South Wales,Brisbane,Smart Home Device,Asus,Asus 4141,3,Non-working,Ceramic,0.14,Mercury,Municipal collection,Global Recycling Solutions,In Progress,Thermal,Yes,Low,0.34
EW_00215,USA,2023,New York,Houston,Calculator,Vivo,Vivo 4349,6,Damaged,Glass,0.17,Cadmium,Retail take-back,Eco-Friendly Disposal,Disposed,Thermal,No,Medium,0.51
EW_00216,Brazil,2023,ParanÃ¡,Salvador,Speakers,Xiaomi,Xiaomi 1386,8,Damaged,Mixed,2.34,Lead,Pick-up service,Green Future Recycling,In Progress,Pyrometallurgical,Yes,Medium,7.02
EW_00217,China,2020,Beijing,Shenzhen,VR Headset,Samsung,Samsung 2760,8,Obsolete,Metal,0.96,Brominated Flame Retardants,Retail take-back,Eco-Friendly Disposal,In Progress,Thermal,No,Low,2.11
EW_00218,France,2022,Occitanie,Marseille,Smartwatch,Nokia,Nokia 2615,9,Damaged,Metal,0.08,Brominated Flame Retardants,Drop-off center,Sustainable Waste Management,In Progress,Pyrometallurgical,Yes,Medium,0.24
EW_00219,France,2023,Auvergne-RhÃ´ne-Alpes,Paris,Smart Water Leak Detector,Panasonic,Panasonic 6594,1,Damaged,Rubber,0.3,Mercury,Municipal collection,Green Earth Recycling,In Progress,Chemical,No,Medium,0.9
EW_00220,Japan,2023,Aichi,Nagoya,Scanner,Samsung,Samsung 3038,3,Working,Metal,2.46,Brominated Flame Retardants,Retail take-back,EcoRecyclers Inc.,Pending,Pyrometallurgical,Yes,Low,4.92
EW_00221,USA,2021,New York,Los Angeles,Scanner,Samsung,Samsung 1247,7,Damaged,Plastic,4.39,Cadmium,Pick-up service,Green Earth Recycling,Disposed,Chemical,No,Medium,13.17
EW_00222,Brazil,2024,Bahia,Salvador,Projector,Amazon,Amazon 2184,3,Working,Glass,3.49,None,Municipal collection,Green Future Recycling,In Progress,Hydrometallurgical,Yes,Low,6.98
EW_00223,Germany,2023,Hesse,Hamburg,MP3 Player,ZTE,ZTE 3066,1,Damaged,Glass,0.26,Brominated Flame Retardants,Municipal collection,EcoTech Recycling,Pending,Mechanical,No,Medium,0.78
EW_00224,Australia,2020,Queensland,Perth,Printer,Samsung,Samsung 2553,10,Obsolete,Glass,3.39,None,Drop-off center,Global Recycling Solutions,Recycled,Hydrometallurgical,Yes,Low,7.46
EW_00225,Germany,2020,Hesse,Frankfurt,Projector,Apple,Apple 2978,8,Working,Rubber,2.75,Mercury,Retail take-back,Sustainable Electronics,Pending,Pyrometallurgical,Yes,Low,5.5
EW_00226,Germany,2021,Hamburg,Hamburg,Laptop,Asus,Asus 3859,9,Repairable,Glass,2.71,Lead,Drop-off center,EcoRecyclers Inc.,Disposed,Hydrometallurgical,No,Low,8.13
EW_00227,UK,2023,Liverpool,Glasgow,Charger,Fujitsu,Fujitsu 1470,4,Obsolete,Rubber,0.14,Lead,Retail take-back,Green Future Recycling,Pending,Hydrometallurgical,No,Low,0.31
EW_00228,France,2021,ÃŽle-de-France,Lyon,GPS Device,Oppo,Oppo 8631,6,Damaged,Mixed,0.3,None,Pick-up service,EcoRecyclers Inc.,Disposed,Hydrometallurgical,Yes,Medium,0.9
EW_00229,USA,2022,Texas,Los Angeles,Speakers,Lenovo,Lenovo 1519,4,Repairable,Rubber,1.5,Mercury,Pick-up service,EcoRecyclers Inc.,Recycled,Mechanical,No,Low,3
EW_00230,India,2020,Karnataka,Bangalore,Fax Machine,ZTE,ZTE 6061,6,Working,Rubber,5.24,Cadmium,Municipal collection,EcoTech Recycling,Recycled,Pyrometallurgical,No,Low,10.48
EW_00231,Japan,2023,Hokkaido,Sapporo,Smart Mirror,Sony,Sony 7736,3,Repairable,Plastic,1.56,Brominated Flame Retardants,Pick-up service,Sustainable Electronics,Pending,Thermal,No,Low,3.12
EW_00232,India,2024,Maharashtra,Chennai,E-reader,Motorola,Motorola 4178,3,Repairable,Mixed,0.29,None,Pick-up service,Sustainable Electronics,Recycled,Chemical,Yes,Low,0.58
EW_00233,Canada,2021,Quebec,Edmonton,Laptop,Nokia,Nokia 2473,3,Non-working,Ceramic,2.78,Cadmium,Municipal collection,Green Earth Recycling,In Progress,Thermal,Yes,Medium,10.01
EW_00234,China,2021,Guangdong,Shenzhen,GPS Device,BlackBerry,BlackBerry 3777,4,Working,Mixed,0.37,Mercury,Pick-up service,Sustainable Waste Management,In Progress,Pyrometallurgical,No,Low,0.74
EW_00235,France,2021,Nouvelle-Aquitaine,Toulouse,Charger,OnePlus,OnePlus 6152,10,Repairable,Rubber,0.11,Lead,Retail take-back,EcoTech Recycling,Recycled,Hydrometallurgical,No,Low,0.22
EW_00236,Japan,2023,Osaka,Sapporo,Smart Refrigerator,Xiaomi,Xiaomi 6302,6,Damaged,Glass,66.4,Mercury,Pick-up service,GreenTech Recycle,In Progress,Mechanical,Yes,High,398.4
EW_00237,Japan,2022,Tokyo,Sapporo,Power Bank,ZTE,ZTE 4759,6,Non-working,Metal,0.41,Mercury,Retail take-back,EcoRecyclers Inc.,In Progress,Chemical,Yes,Low,0.98
EW_00238,UK,2022,Liverpool,London,Keyboard,Microsoft,Microsoft 6518,8,Repairable,Glass,0.77,Brominated Flame Retardants,Retail take-back,Sustainable Materials Recovery,In Progress,Chemical,Yes,Low,1.54
EW_00239,UK,2023,Manchester,London,Calculator,Xiaomi,Xiaomi 6153,1,Repairable,Rubber,0.22,Lead,Pick-up service,GreenTech Recycle,Disposed,Hydrometallurgical,No,Low,0.44
EW_00240,Brazil,2022,Rio de Janeiro,Belo Horizonte,Smart Thermostat,Huawei,Huawei 3952,9,Non-working,Mixed,0.47,None,Drop-off center,Sustainable Electronics,In Progress,Thermal,No,Low,1.13
EW_00241,Canada,2020,British Columbia,Calgary,Monitor,Lenovo,Lenovo 6508,1,Damaged,Mixed,4.38,Brominated Flame Retardants,Municipal collection,Global Recycling Solutions,Recycled,Hydrometallurgical,No,Medium,13.14
EW_00242,Canada,2023,Quebec,Vancouver,Smart Dishwasher,Apple,Apple 3175,9,Working,Ceramic,46.38,Mercury,Municipal collection,Sustainable Electronics,In Progress,Pyrometallurgical,No,Low,92.76
EW_00243,India,2024,Gujarat,Mumbai,Smart Plug,Nokia,Nokia 5210,1,Non-working,Metal,0.26,Lead,Municipal collection,Global Recycling Solutions,Pending,Chemical,Yes,Low,0.62
EW_00244,Canada,2022,Ontario,Montreal,Smart Lock,Acer,Acer 4359,6,Non-working,Ceramic,0.62,Brominated Flame Retardants,Municipal collection,Sustainable Materials Recovery,In Progress,Chemical,Yes,Low,1.49
EW_00245,Canada,2022,British Columbia,Vancouver,Smart Lock,Gateway,Gateway 9308,10,Working,Rubber,0.45,Mercury,Drop-off center,Eco-Friendly Disposal,Disposed,Thermal,Yes,Low,0.9
EW_00246,China,2024,Shanghai,Beijing,Smart Dishwasher,LG,LG 3471,10,Obsolete,Rubber,36.79,Mercury,Retail take-back,Green Earth Recycling,Pending,Hydrometallurgical,No,Medium,80.94
